fecha,xm_guatape_m3s,xm_nare_m3s,ideam_0023087150_m3s,ideam_0023087660_m3s,ideam_0023087670_m3s,ideam_0023087690_m3s,chirps_precip_mm
2024-01-29,7.472,6.515,3.432125,2.104,2.72,,0.0
2024-01-30,8.814,7.336,3.98325,2.104,2.72,,1.9913876056671143
2024-01-31,13.163,7.275,3.59871875,2.104,2.72,,0.5484460592269897
2024-02-01,30.823,7.469,3.494125,2.104,2.72,,0.0
2024-02-02,11.313,6.986,3.5709375,4.230437499972927,3.0515624999957787,,16.371540069580078
2024-02-03,47.22,19.077,17.820739583333335,18.0642500000168,5.817812500001891,,52.6485595703125
2024-02-04,17.495,14.442,6.481052083333333,3.3309250000001844,4.074125000000197,,0.0
2024-02-05,29.494,9.924,4.67309375,3.1472875000000093,3.8160000000000833,,22.360240936279297
2024-02-06,9.754,9.38,4.12328125,3.1392,3.680000000000074,,2.2430613040924072
2024-02-07,13.428,8.939,3.7675,3.1392,3.5520000000000738,,0.24947437644004822
2024-02-08,14.426,8.953,3.96946875,3.1230250000002058,3.4160000000001762,,0.4019136428833008
2024-02-09,11.103,8.574,3.68328125,2.8965750000000186,3.176000000000083,,0.0
2024-02-10,9.778,7.896,3.5498125,2.8804,3.040000000000074,,0.0
2024-02-11,8.029,8.025,3.60140625,2.8804,2.9120000000000745,,0.18141570687294006
2024-02-12,9.257,7.651,3.4389375,2.864225000000206,2.7840000000000744,,0.0
2024-02-13,6.187,7.201,3.371375,2.6377750000000186,2.7359999999997964,,0.12565137445926666
2024-02-14,7.804,8.406,3.6833125,2.6216,2.896000000000056,,18.215673446655273
2024-02-15,7.579,7.899,3.45909375,2.6216,2.8480000000000003,,0.0
2024-02-16,12.069,7.084,3.429625,2.6216,2.8480000000000003,,0.0
2024-02-17,11.817,6.746,3.31371875,2.6216,2.844000000000052,,0.0
2024-02-18,7.029,6.761,3.1689375,2.6216,2.7880000000000043,,0.0
2024-02-19,15.008,6.445,3.22659375,2.6216,2.7520000000000375,,0.0
2024-02-20,6.235,6.662,3.18815625,2.6216,2.72,,0.0
2024-02-21,15.328,6.606,3.22146875,2.6216,2.72,,0.0
2024-02-22,9.935,7.389,4.6979375,2.6216,2.72,,0.893018901348114
2024-02-23,11.609,7.381,3.25990625,2.6216,2.713500000000083,,0.0
2024-02-24,12.55,6.65,3.14715625,2.6216,2.622500000000007,,0.0
2024-02-25,13.032,6.625,3.09334375,2.6216,2.64199999999997,,0.0
2024-02-26,12.341,6.669,3.10871875,2.6216,2.6420000000000305,,0.0
2024-02-27,5.337,6.898,3.3811875,2.6054250000002055,2.6159999999999997,,0.0
2024-02-28,5.577,6.4,3.1433125,2.3628000000002247,2.56400000000006,,0.0
2024-02-29,13.251,6.329,3.0766875,2.120175000000019,2.5249999999998347,,0.0
2024-03-01,11.899,6.004,3.002375,2.104,2.655000000000045,,2.210230588912964
2024-03-02,11.688,6.184,3.00365625,2.104,2.6159999999999997,,0.0
2024-03-03,11.659,6.456,3.03440625,2.104,2.6159999999999997,,0.0
2024-03-04,11.802,7.422,3.094625,2.104,2.6159999999999997,,1.7994086742401123
2024-03-05,10.68,6.307,3.033125,2.104,2.56400000000006,,0.0
2024-03-06,6.941,6.102,3.01646875,2.104,2.521749999999876,,0.0
2024-03-07,11.841,6.034,2.98059375,2.098018750000076,2.6582499999999887,,0.0
2024-03-08,12.58,6.228,2.95496875,2.062131249999952,2.6420000000000305,,1.0359421968460083
2024-03-09,17.033,8.285,3.89925,2.104,2.6159999999999997,,38.7590217590332
2024-03-10,12.105,6.703,3.22915625,2.104,2.6304999999998153,,0.0
2024-03-11,61.483,7.706,3.27015625,2.104,2.8334999999999835,,12.377103805541992
2024-03-12,15.57,7.326,3.2698125,2.104,2.7840000000000744,,2.4595859050750732
2024-03-13,13.044,6.667,3.14075,2.1767874999990733,2.66800000000006,,0.17115196585655212
2024-03-14,13.945,6.447,3.07925,2.7267375000006457,2.59000000000003,,10.041664123535156
